CRASH DATE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2/11/23,40.59506,-73.927605,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Motorcycle,,,
2/11/23,,,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
2/12/23,40.678116,-73.92172,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/12/23,40.61135,-74.09847,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
2/13/23,40.835903,-73.89039,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,moped,Taxi,,,
2/13/23,40.78818,-73.98287,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorcycle,,,
2/13/23,40.77818,-73.95655,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/13/23,40.7549,-73.873886,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/13/23,40.754143,-73.87222,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,Station Wagon/Sport Utility Vehicle,Moped,Box Truck,,
2/13/23,40.750965,-73.94027,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
2/13/23,40.715805,-73.887924,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Sedan,,,
2/13/23,40.704308,-73.91924,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
2/13/23,40.633514,-74.026955,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,Pick-up Truck,Moped,,,
2/13/23,40.629486,-74.022644,0,1,0,0,0,0,0,1,Aggressive Driving/Road Rage,Unspecified,,,,Pick-up Truck,Moped,,,
2/13/23,40.621635,-74.009636,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,Pick-up Truck,MOPED,,,
2/14/23,40.853813,-73.90734,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,MOPED,,,
2/14/23,40.81881,-73.92828,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Moped,,,
2/14/23,40.774406,-73.965614,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/14/23,40.761658,-73.986565,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,Motorscooter,Bike,,,
2/14/23,40.682144,-73.8535,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/14/23,40.665092,-73.98309,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Moped,,,
2/14/23,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Motorcycle,,,
2/15/23,40.824207,-73.858795,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/15/23,40.71493,-73.79316,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Taxi,Motorcycle,,,
2/15/23,40.694805,-73.8982,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,Motorcycle,Bike,,,
2/15/23,40.68415,-73.8848,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
2/15/23,40.649822,-74.009094,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,Sedan,Motorcycle,,,
2/15/23,40.644432,-73.9296,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Motorcycle,,,,
2/16/23,40.86998,-73.85855,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Headlights Defective,,,,Sedan,Moped,,,
2/16/23,40.787685,-73.97502,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Moped,,,
2/16/23,40.77202,-73.956024,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorscooter,,,
2/16/23,40.74576,-73.92581,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
2/17/23,40.851093,-73.93244,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Bike,Moped,,,
2/17/23,40.835995,-73.902855,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
2/17/23,40.8315,-73.888084,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
2/17/23,40.68836,-73.91615,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
2/17/23,40.665627,-73.909706,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Moped,,,
2/18/23,40.841496,-73.92486,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Motorcycle,,,
2/18/23,40.672062,-73.925255,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/19/23,40.869694,-73.86723,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
2/19/23,40.853542,-73.92439,1,0,0,0,0,0,1,0,Obstruction/Debris,,,,,Motorscooter,,,,
2/19/23,40.75738,-73.966705,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
2/20/23,40.833965,-73.8629,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,,,,Motorcycle,,,,
2/20/23,40.783337,-73.970764,0,0,0,0,0,0,0,0,Unspecified,,,,,Motorcycle,,,,
2/20/23,40.782482,-73.98479,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Motorcycle,,,
2/20/23,40.761505,-73.92578,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/20/23,40.75866,-73.98875,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,Motorcycle,,,,
2/20/23,40.695892,-73.99555,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,,,,,Motorscooter,,,,
2/21/23,40.862312,-73.929436,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Moped,Sedan,,,
2/21/23,40.85706,-73.90469,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Moped,,,
2/21/23,40.76974,-73.982124,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Taxi,Motorscooter,,,
2/21/23,40.70703,-73.909325,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
2/21/23,40.698677,-73.95886,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,Van,Motorcycle,,,
2/21/23,40.65295,-73.911026,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorscooter,,,
2/22/23,40.75797,-73.795425,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,Moped,Pick-up Truck,,,
2/22/23,40.631493,-73.971855,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOTO-SCOOT,,,
2/22/23,,,1,0,0,0,0,0,1,0,Passing Too Closely,Passing or Lane Usage Improper,,,,Sedan,Motorcycle,,,
2/23/23,40.777874,-73.95175,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Taxi,,,
2/23/23,40.77553,-73.97646,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,moped,,,
2/23/23,40.768597,-73.967766,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Moped,Sedan,,,
2/23/23,40.630127,-73.94482,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/23/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorscooter,,,
2/24/23,40.86024,-73.92843,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,,Motorbike,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2/24/23,40.854588,-73.90187,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorbike,Sedan,,,
2/24/23,40.846848,-73.832504,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
2/24/23,40.834515,-73.91771,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,Taxi,Station Wagon/Sport Utility Vehicle,Motorcycle,,
2/24/23,40.735653,-73.851006,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorscooter,Sedan,,,
2/24/23,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,Sedan,Station Wagon/Sport Utility Vehicle,Motorcycle,,
2/25/23,40.894093,-73.86266,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
2/25/23,40.766968,-73.95617,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/25/23,40.668022,-73.872826,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,Motorcycle,,,,
2/25/23,40.664707,-73.92824,1,0,0,0,0,0,1,0,Following Too Closely,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
2/26/23,40.82474,-73.90842,0,0,0,0,0,0,0,0,Unspecified,,,,,moped,,,,
2/26/23,40.8044,-73.94168,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
2/26/23,40.778137,-73.95449,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Moped,,,
2/26/23,40.758648,-73.89162,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/26/23,40.747528,-73.94123,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Sedan,,,
2/26/23,40.73675,-73.87768,1,0,0,0,0,0,1,0,Driver Inexperience,,,,,Motorcycle,,,,
2/26/23,40.722897,-73.91386,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
2/27/23,40.828194,-73.90386,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/27/23,40.812145,-73.946014,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,,,,Moped,Box Truck,,,
2/27/23,40.71923,-73.956215,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
2/27/23,40.688995,-73.78581,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,Sedan,Moped,,,
2/27/23,40.683743,-73.99524,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2/27/23,40.668167,-73.97721,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
2/28/23,40.86581,-73.88922,1,0,0,0,0,0,1,0,Passing Too Closely,Passing Too Closely,,,,Moped,Sedan,,,
2/28/23,40.77178,-73.9792,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Moped,,,
2/28/23,40.757122,-73.903625,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
3/1/23,40.831383,-73.906845,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
3/1/23,40.758972,-73.91901,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
3/1/23,40.753925,-73.88319,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
3/1/23,40.709892,-73.859566,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/1/23,40.68708,-73.913895,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Bus,Moped,,,
3/1/23,40.676132,-73.921906,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Motorscooter,Station Wagon/Sport Utility Vehicle,,,
3/1/23,40.669712,-73.94774,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Motorcycle,,,
3/2/23,40.823814,-73.907745,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
3/2/23,40.72889,-73.97167,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,,,,,Motorcycle,,,,
3/2/23,40.68238,-73.90565,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,Sedan,Motorcycle,,,
3/2/23,40.674397,-73.896515,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/3/23,40.83114,-73.879776,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Moped,,,
3/3/23,40.811447,-73.89431,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Box Truck,Moped,,,
3/3/23,40.715977,-73.81082,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,,,,Motorcycle,Sedan,,,
3/4/23,40.816723,-73.92018,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
3/4/23,40.816082,-73.81563,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,,,Motorcycle,,,,
3/4/23,40.762745,-73.83329,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/4/23,40.75086,-73.873825,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,Moped,,,,
3/5/23,40.761223,-73.9238,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
3/5/23,40.724636,-73.94818,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Moped,,,,
3/5/23,40.605225,-73.999275,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/6/23,40.83611,-73.92238,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,FORKLIFT,,,
3/6/23,40.835705,-73.888756,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorscooter,Sedan,,,
3/6/23,40.687138,-73.75136,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
3/7/23,40.85908,-73.898186,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
3/7/23,40.835297,-73.91291,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorbike,,,
3/7/23,40.790752,-73.98137,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
3/7/23,40.713398,-73.95641,1,0,0,0,0,0,1,0,Unsafe Speed,View Obstructed/Limited,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
3/7/23,40.686226,-73.9124,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,Sedan,MOPED,,,
3/7/23,40.6775,-73.94701,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
3/7/23,40.67542,-73.76358,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,Van,Motorcycle,,,
3/8/23,40.859646,-73.86176,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Moped,,,
3/8/23,40.805737,-73.94065,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
3/8/23,40.75379,-73.91548,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/8/23,40.704594,-73.90826,2,0,0,0,0,0,2,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/8/23,40.682205,-73.81534,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
3/8/23,40.667835,-73.89484,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Bus,Motorcycle,,,
3/9/23,40.816273,-73.89287,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Motorcycle,Sedan,,,
3/9/23,40.76398,-73.910515,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Flat Bed,Motorcycle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
3/9/23,40.759567,-73.83015,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Motorscooter,Sedan,,,
3/9/23,40.72697,-73.86707,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/9/23,40.707077,-73.954025,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorscooter,,,
3/9/23,40.62806,-74.02029,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
3/9/23,40.609886,-73.98556,2,0,2,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,Moped,,,,
3/9/23,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Moped,,,
3/10/23,40.882217,-73.88046,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,Motorcycle,,,,
3/10/23,40.83163,-73.92252,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/10/23,40.761486,-73.96061,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Motorcycle,,,,
3/10/23,40.688858,-73.98374,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorcycle,,,
3/10/23,40.671627,-73.93364,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Moped,,,,
3/10/23,40.650227,-73.92827,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
3/10/23,40.624207,-73.96312,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
3/10/23,40.615185,-73.98367,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
3/11/23,40.8215,-73.89168,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Moped,Sedan,,,
3/11/23,40.754414,-73.87854,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
3/11/23,40.7099,-73.95743,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
3/12/23,40.871395,-73.89308,2,0,0,0,0,0,2,0,Driver Inexperience,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/12/23,40.788982,-73.93039,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
3/12/23,40.711323,-73.94725,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,,,,
3/13/23,40.82572,-73.92716,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
3/13/23,40.768692,-73.98886,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
3/13/23,40.755013,-73.93434,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
3/13/23,40.69928,-73.90479,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Motorscooter,,,
3/13/23,40.679585,-73.96507,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,Box Truck,Motorcycle,,,
3/14/23,40.7606,-73.964325,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,,,Moped,,,,
3/15/23,40.798504,-73.96713,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
3/15/23,40.751545,-73.87085,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/15/23,40.725082,-73.99534,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Taxi,,,
3/15/23,40.70181,-73.84062,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Motorcycle,,,
3/15/23,40.64002,-74.13042,1,0,0,0,0,0,1,0,Glare,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/16/23,40.84954,-73.93641,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Motorcycle
3/16/23,40.83413,-73.87475,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,,,,
3/16/23,40.81701,-73.9595,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
3/16/23,40.76377,-73.96411,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Motorbike,,,,
3/16/23,40.7566,-73.92072,1,0,1,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/16/23,40.739674,-73.934586,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
3/16/23,40.66323,-73.93161,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
3/16/23,40.65605,-73.92361,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/16/23,0,0,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Bike,Motorcycle,,,
3/17/23,40.853683,-73.86917,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,MOPED,,,
3/17/23,40.824654,-73.89194,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,MOTORCYCLE,,,
3/17/23,40.78318,-73.94362,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
3/17/23,40.73736,-73.934074,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
3/17/23,40.69613,-73.987114,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
3/17/23,40.691822,-73.92223,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Moped,,,
3/17/23,40.663906,-73.95098,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
3/18/23,40.870396,-73.8259,1,0,0,0,0,0,1,0,Other Vehicular,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/18/23,40.833035,-73.851295,0,0,0,0,0,0,0,0,Turning Improperly,Passing or Lane Usage Improper,,,,Sedan,Motorcycle,,,
3/18/23,40.83015,-73.89337,1,0,0,0,0,0,1,0,Other Vehicular,Unsafe Lane Changing,Unspecified,,,Sedan,Motorscooter,Sedan,,
3/18/23,40.818882,-73.90194,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
3/18/23,40.742336,-73.929306,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Motorcycle,,,
3/18/23,40.728394,-73.95344,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Motorcycle,Sedan,,,
3/18/23,40.713875,-73.75405,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/18/23,40.709183,-73.956825,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
3/18/23,40.707287,-73.89644,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Motorscooter,,,
3/18/23,40.63719,-73.952286,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Sedan,,,
3/19/23,40.865925,-73.88594,1,0,0,0,0,0,1,0,Other Vehicular,,,,,Motorcycle,,,,
3/19/23,40.8475,-73.86696,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/19/23,40.83527,-73.832245,1,0,0,0,0,0,1,0,Passing Too Closely,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
3/19/23,40.793816,-73.94012,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,Bus,Moped,,,
3/19/23,40.741676,-73.92089,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
3/19/23,40.722355,-73.99327,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Motorbike,,,
